,canon_smiles,anchors,canon_anchors,local_to_canon
102,[CH]1C=NC=NC1,"[[0], [1], [3], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 4, 5: 5, 0: 0, 1: 1}"
103,[CH]1C=NC=N1,"[[0], [1], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [4, 0], [2, 1], [3, 4], [4, 3], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 4: 4, 3: 3}"
104,C1CSCN1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 4: 4, 3: 3}"
105,[CH]1CSCN1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
106,[CH]1[CH]C[CH]1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 0], [0, 3]]","[[0, 1], [2], [1, 2], [2, 1], [1], [1, 0], [0]]","{2: 2, 3: 1, 0: 0, 1: 1}"
107,c1cc[nH]c1,"[[0], [1], [2], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2], [2, 1], [2, 3], [0], [3, 2]]","{0: 0, 4: 2, 3: 3, 2: 2, 1: 0}"
108,C1=CSCCN1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
109,[CH]1[CH]CCC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2], [2, 1], [2, 3], [0], [3, 2], [3]]","{2: 2, 1: 0, 0: 0, 4: 2, 3: 3}"
110,C#C,"[[0], [1]]",[[0]],"{0: 0, 1: 0}"
111,C1CSCCN1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [5], [5, 4], [1], [1, 0], [4, 5], [0]]","{0: 0, 1: 1, 2: 2, 3: 1, 4: 0, 5: 5}"
112,C1CNCN1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2], [2, 1], [2, 3], [0], [3, 2], [3]]","{0: 0, 4: 2, 3: 3, 2: 2, 1: 0}"
113,C1=COCCO1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [2, 3], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 3, 5: 2, 0: 0, 1: 0}"
114,[CH]1CC[NH+]C1,"[[0], [1], [2], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
115,[CH]1C[CH]CCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [3, 4], [4, 3], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 0, 3: 3, 4: 4, 5: 3}"
116,[C]1C[CH]CCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 5: 5, 4: 4, 3: 3}"
117,[C]1CCCCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 2, 5: 1, 0: 0}"
118,[C][C],"[[0], [1]]",[[0]],"{0: 0, 1: 0}"
119,[C]O,"[[0], [1]]","[[0], [1]]","{0: 0, 1: 1}"
120,C1=[N+]CCC1,"[[0], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
121,[CH]1CCC[NH+]C1,"[[0], [1], [2], [3], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{0: 0, 5: 5, 4: 4, 3: 3, 2: 2, 1: 1}"
122,[CH]1[CH]CCC[CH]1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 5: 1, 4: 2, 3: 3, 2: 2}"
123,c1c[nH]cn1,"[[0], [1], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [4, 0], [2, 1], [3, 4], [4, 3], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
124,C1COC1,"[[0], [1], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 0], [0, 3]]","[[0, 1], [1, 2], [2, 1], [1], [1, 0], [0]]","{0: 0, 1: 1, 2: 2, 3: 1}"
125,C1=CCNC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2], [2, 1], [2, 3], [0], [3, 2], [3]]","{3: 3, 4: 2, 0: 0, 1: 0, 2: 2}"
126,C1CNSC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 4, 0: 0}"
127,C1=COCNC1,"[[0], [1], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
128,[CH]1C=C[CH]CC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [3, 4], [4, 3], [4], [1], [1, 0], [4, 5], [0]]","{0: 0, 1: 1, 2: 1, 3: 0, 4: 4, 5: 4}"
129,[CH]1C=CN=CN1,"[[0], [1], [2], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{1: 1, 0: 0, 5: 5, 4: 4, 3: 3, 2: 2}"
130,[CH]1CNCS1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
131,[CH]1[CH]NCCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{3: 3, 4: 4, 5: 5, 0: 0, 1: 1, 2: 2}"
132,[C]1CCC[NH+]CC1,"[[0], [1], [2], [3], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [6], [0, 6], [2, 3], [6, 0]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}"
133,[CH]F,[[0]],[[0]],"{0: 0, 1: 1}"
134,[C]1CCNC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
135,C[S],"[[0], [1]]","[[0], [1]]","{0: 0, 1: 1}"
136,C1=CNCCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
137,[CH]1C[NH2+]CCO1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 0: 0}"
138,[CH]1C=CSC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
139,[CH]1C=CNCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 5: 5, 0: 0, 1: 1, 2: 2, 3: 3}"
140,C1CCCNCCC1,"[[0], [1], [2], [3], [4], [5], [6], [7], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 7], [7, 6], [7, 0], [0, 7]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{3: 3, 2: 2, 1: 1, 0: 0, 7: 1, 6: 2, 5: 3, 4: 4}"
141,[CH]1CSC=N1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 4, 0: 0, 1: 1}"
142,[CH]1C=CN=N1,"[[0], [1], [2], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2]]","{1: 1, 2: 2, 3: 3, 4: 4, 0: 0}"
143,C1=COCO1,"[[0], [1], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2, 1], [2, 3], [0], [3, 2], [3]]","{2: 2, 1: 0, 0: 0, 4: 2, 3: 3}"
144,[CH]1CC=CO1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
145,[C]1[CH]CC1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 0], [0, 3]]","[[0, 1], [2], [1, 2], [2, 1], [0, 3], [3, 0], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{3: 3, 2: 2, 1: 1, 0: 0}"
146,[C][NH3+],[[0]],[[0]],"{0: 0, 1: 1}"
147,C1=NNCC1,"[[0], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1, 0], [0], [3, 2], [3]]","{3: 3, 4: 4, 0: 0, 1: 1, 2: 2}"
148,c1cnncn1,"[[0], [1], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{3: 3, 2: 2, 1: 1, 0: 0, 5: 5, 4: 4}"
149,c1cnon1,"[[0], [1], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2, 1], [2, 3], [0], [3, 2]]","{0: 0, 4: 2, 3: 3, 2: 2, 1: 0}"
150,C1CCCNCC1,"[[0], [1], [2], [3], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4], [2, 3], [0], [3, 2], [3]]","{3: 3, 4: 4, 5: 3, 6: 2, 0: 0, 1: 0, 2: 2}"
151,[CH]1CCCCNC1,"[[0], [1], [2], [3], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [6], [0, 6], [2, 3], [6, 0]]","{4: 4, 5: 5, 6: 6, 0: 0, 1: 1, 2: 2, 3: 3}"
152,[C]1CC[CH]CCC1,"[[0], [1], [2], [3], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [6], [0, 6], [2, 3], [6, 0]]","{3: 3, 4: 4, 5: 5, 6: 6, 0: 0, 1: 1, 2: 2}"
153,C1=CNCC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 4, 0: 0, 1: 1}"
154,C1C[NH+]C[NH+]1,"[[0], [1], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2, 1], [2, 3], [0], [3, 2], [3]]","{0: 0, 4: 2, 3: 3, 2: 2, 1: 0}"
155,[CH]1[CH]NCC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
156,[CH]1C=CN=C1,"[[0], [1], [2], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2]]","{3: 3, 4: 4, 0: 0, 1: 1, 2: 2}"
157,[CH]1CC=CCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 5: 5, 0: 0, 1: 1, 2: 2, 3: 3}"
158,[CH]1C[NH+]CCN1,"[[0], [1], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0, 5: 5}"
159,[CH]1CNC[CH]S1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [5], [5, 4], [1], [1, 0], [4, 5], [0]]","{1: 1, 0: 0, 5: 5, 4: 0, 3: 1, 2: 2}"
160,c1ncsn1,"[[0], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1, 0], [0], [3, 2], [3]]","{0: 0, 4: 4, 3: 3, 2: 2, 1: 1}"
161,[CH]1CCCC[NH+]1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0, 5: 5}"
162,[CH]1CCC=CN1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 5: 5, 4: 4, 3: 3}"
163,[CH]1C=CCCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
164,C1=NCCS1,"[[0], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1, 0], [0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 4: 4, 3: 3}"
165,[CH]1[CH]SCN1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 4, 0: 0, 1: 1}"
166,[CH]1[CH]CSC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2], [2, 1], [2, 3], [0], [3, 2], [3]]","{2: 2, 1: 0, 0: 0, 4: 2, 3: 3}"
167,[CH]1CCC[CH]N1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [5], [5, 4], [1], [1, 0], [4, 5], [0]]","{0: 0, 5: 5, 4: 0, 3: 1, 2: 2, 1: 1}"
168,[CH]1COCCO1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 0: 0}"
169,[C]1[CH]CC[CH]1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [2, 3], [1], [1, 0], [0]]","{1: 1, 2: 2, 3: 2, 4: 1, 0: 0}"
170,[C]1[CH][CH]CCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{3: 3, 4: 4, 5: 5, 0: 0, 1: 1, 2: 2}"
171,[C]1C=CCCC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 4, 5: 5, 0: 0, 1: 1}"
172,[C]1[CH][CH][CH]CC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 5: 5, 0: 0, 1: 1, 2: 2, 3: 3}"
173,[CH]1CS[CH]N1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
174,[CH]Cl,[[0]],[[0]],"{0: 0, 1: 1}"
